txt,result
"얼마 전 짝꿍과 쭈삼을 먹다가 꼭 먹어봐야 할 볶음밥을 주문했어요. 그러자 유쾌한 외모의 알바생이 하트모양으로 밥을 볶아주며 ""맛있게 드세요""라고 말했다. 내가  남자 이성 친구한테 ""대박 나보고 웃는 거 봤어?"" 하고 사진을 찍었습니다. 며칠 후 훈훈한 아르바이트생이 다시 보고싶어서 친구와 다시 쭈삼식당을 찾았다. 그날도 훈훈한 아르바이트생 오빠가 저희 식탁에서 볶음밥을 만들려는데 친구가 오빠를 돌려보내고 직접 자신이 밥을 볶겠다고 하며 하트 모양의 볶음밥을 만들었습니다. 직후 ""내가 만든거 왜 안찍어?""라고 하면서 이후 저에게 연락 빈도가 늘은 것 같았습니다.",2
"얼마 전 짝꿍과 쭈삼을 먹다가 꼭 먹어봐야 할 볶음밥을 주문했어요. 그러자 유쾌한 외모의 알바생이 하트모양으로 밥을 볶아주며 ""맛있게 드세요""라고 말했다. 내가  남자 이성 친구한테 ""대박 나보고 웃는 거 봤어?"" 하고 사진을 찍었습니다. 며칠 후 훈훈한 아르바이트생이 다시 보고싶어서 친구와 다시 쭈삼식당을 방문했습니다. 그날도 훈훈한 아르바이트생 오빠가 저희 식탁에서 볶음밥을 만들려는데 친구가 그 분을 돌려보내고 직접 자신이 밥을 볶겠다고 하며 하트 모양의 볶음밥을 만들었습니다. 직후 ""내가 만든거 왜 안찍어?""라고 하면서 이후 저에게 연락 빈도가 늘은 것 같았습니다.",2
"얼마 전 짝꿍과 쭈삼을 먹다가 꼭 먹어봐야 할 볶음밥을 주문했어요. 그러자 유쾌한 외모의 알바생이 하트모양으로 밥을 볶아주며 ""맛있게 드세요""라고 말했다. 내가  남자 이성 친구한테 ""대박 나보고 웃는 거 봤어?"" 하고 사진을 찍었습니다. 며칠 후 훈훈한 아르바이트생이 다시 보고싶어서 친구와 다시 쭈삼식당을 방문했습니다. 그날도 훈훈한 아르바이트생 오빠가 저희 식탁에서 볶음밥을 만들려는데 친구가 오빠를 돌려보내고 직접 자신이 하트 모양의 볶음밥을 만들었습니다. 직후 ""내가 만든거 왜 안찍어?""라고 하면서 이후 저에게 연락 빈도가 늘은 것 같았습니다.",2
"얼마 전 짝꿍과 쭈삼을 먹다가 꼭 먹어봐야 할 볶음밥을 주문했어요. 그러자 유쾌한 외모의 알바생이 하트모양으로 밥을 볶아주며 ""맛있게 드세요""라고 말했다. 내가  남자 이성 친구한테 ""대박 나보고 웃는 거 봤어?"" 하고 사진을 찍었습니다. 며칠 후 훈훈한 아르바이트생이 다시 보고싶어서 친구와 다시 쭈삼식당을 방문했습니다. 그날도 훈훈한 아르바이트생 오빠가 저희 식탁에서 볶음밥을 만들려는데 친구가 오빠를 돌려보내고 직접 자신이 밥을 볶겠다고 하며 하트 모양의 볶음밥을 만들었습니다. 직후 자신이 만든 볶음밥 사진은 왜 안찍냐고 하면서 이후 저에게 연락 빈도가 늘은 것 같았습니다.",2
"얼마 전 짝꿍과 쭈삼을 먹다가 꼭 먹어봐야 할 볶음밥을 주문했어요. 그러자 유쾌한 외모의 알바생이 하트모양으로 밥을 볶아주며 ""맛있게 드세요""라고 말했다. 내가  남자 이성 친구한테 ""대박 나보고 웃는 거 봤어?"" 하고 사진을 찍었습니다. 며칠 후 훈훈한 아르바이트생이 다시 보고싶어서 친구와 다시 쭈삼식당을 방문했습니다. 그날도 훈훈한 아르바이트생 오빠가 저희 식탁에서 볶음밥을 만들려는데 친구가 오빠를 돌려보내고 직접 자신이 밥을 볶겠다고 하며 하트 모양의 볶음밥을 만들었습니다. 직후 ""내가 만든거 왜 안찍어?""라고 하면서 이후 저에게 연락을 더 많이 하기 시작했습니다.",2
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 친한 여자친구가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 젖겠다""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 기분나쁘게 찌르며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 가까이 붙은 채 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 다다를 무렵 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하면서 우산을 주고 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 말하고는 뛰어가버렸다. 기분이 이상하네",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
"비오는 날에 학교에 갈 때 우산을 가져오지 않아 집에 갈 걱정에 안절부절하고있던 찰나 여자애가 웃으면서 ""너 우산 안가져왔지 교복 다 버리겠네""라며 놀리기 시작했다. 화나서 여자애 말을 무시했다. 수업이 끝나고도 비가 많이 내려 엄마 부르려고 핸드폰을 꺼내는데 갑자기 여자애가 나를 건드리며 ""나 집에 데려다줘""라며 자기 우산을 씌워줬다. 서로 말 없이 어색하게 걔네 집으로 걷다가 집 앞에 도착하니 여자애가 ""비 맞으면 감기 걸려"" 하더니 뛰어가버렸다. 기분이 묘했네.",1
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업도 연애도 계속해서 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로랑 사주 모두 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 믿지 못한다 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남자 이성 친구를 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남자 이성 친구은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남자 이성 친구은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남자 이성 친구은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 사실 본인도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 무시하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘근처에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 직후 남사친은 공감하며 몇일 후 같은 타로집에 저와 궁합을 보러 다시 가자고 했습니다.,2
26살 취업을 준비하고 있는 고민녀입니다. 취업은 커녕 번번이 연애에도 실패했는데요. 남사친을 데리고 타로를 보러갔습니다. 타로며 사주며 전부다 사기라고 생각했던 남사친은 솔직한 마음은 자기도 보고 싶었는지 주머니에서 돈부터 꺼내더라고요. 그렇게 남사친은 연애운을 보게되었는데요. 타로점 결과 ‘가까이에 있는 사람을 좋아하는데 애써 모른척 하고있다’를 받았습니다. 남사친은 결과에 수긍하며 몇일 후 해당 타로집에 궁합을 보러 저와 다시한번 가자고 했습니다.,2
저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 한시간 거리임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.,2
저는 호떡을 정말 좋아합니다. 요새 호떡찾기가 힘든 시기인데요. 저희 남직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 한시간 거리임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.,2
저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남자 직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남자 직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 한시간 거리임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.,2
저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남직원이 제게 호떡을 사다주었습니다. 그 후 어느 주말 남직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 한시간 거리임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.,2
"저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남직원의 연락이 왔는데, 호떡가게 사진을 찍어서 보내줬습니다. 굳이 한시간 거리임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.",2
저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 한 시간이 걸리는 거리임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.,2
저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 멀리 있는 곳임에도 먼저 연락을 해주었고 호떡믹스와 호떡누르개를 사주겠다고 연락이 왔습니다.,2
저는 호떡을 좋아합니다. 저는 호떡이 삶의 낙인데요. 호떡찾기가 힘든 시기인데요. 저희 남직원이 제가 호떡을 좋아하는걸 어떻게 알았는지 호떡을 사다주었습니다. 그 후 어느 주말 남직원이 호떡가게 사진을 찍어서 연락이 왔습니다. 굳이 한시간 거리임에도 먼저 연락을 해주었고 호떡과 관련된 물품들을 사주겠다고 연락이 왔습니다.,2
"고 2 때, 단골 PC방에서 공사하다가 한 달 후에 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 새로운 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 매일 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 누나가 내 이름도 기억해서 말하면 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 이제는 친해져서 서로 인사하고 잠깐 얘기하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 단념하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 나온거야. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 반갑게 인사하고 다음날 또 와서 누나랑 서로 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 없다는거야.. 엄청 허탈했어..",0
"고 2 때, 단골 PC방에서 공사하다가 다시 가보니 처음 보는 알바 누나가 있었고 나는 보자마자 반했어. 피씨방에 거의 출근하듯이 다니고ㅋㅋㅋ 내 이름도 기억해서 컴퓨터 꺼주고ㅋㅋㅋㅋ 친해져서 서로 인사하는 사이가 됐어. 추석 연휴날 피씨방에 또 갔는데 누나가 없어서 포기하고 게임하는데 누나가 왔더라고. 시간이 끝나고 나서 인사하고 다음날 또 와서 누나랑 인사함. 그런데 추석 연휴가 끄나고 나니까 누나가 안나오느는거야.. 엄청 허무했어..",0
"한 두달 간 매일 연락한 다음 사귀기로 했는데 잠수이별 당했어 영문도 모른채 전화도 다 거절당하니 뭐 때문에 그러는지 이유라도 알려달라고 삼 일을 매달렸는데, 나중에 한다는 변명이 너무 날 보험삼는 것 같다고 했어. 알겠다고 대충 대답하고 혼자 억지로 행복회로 돌리다가 그냥 받아들였지. 질린거 맞고 끝난거라고. 근데 난 내가 질려서 귀찮게 굴어서 싫어진게 너무 마음이 아파서 다 차단하고 연상되는 모든 걸 보면 진짜 내 마음이 찢어질 것 같더라. 오늘에서야 차단을 풀고 카톡을 봤어. 6개월 지났는데 아직도 덜 나은 것 같아. 내가 유사연애는 진짜 많이 해 봤는데, 이것도 이렇게 힘든데 진짜 사귀면 어떻게 될까 무서워..",0
"한 두달 간 매일 연락한 다음 사귀기로 했는데 연락이 끊겼어. 영문도 모른채 전화도 다 거절당하니 뭐 때문에 그러는지 이유라도 알려달라고 삼 일을 매달렸는데, 나중에 한다는 변명이 너무 날 보험삼는 것 같다고 했어. 알겠다고 대충 대답하고 혼자 억지로 행복회로 돌리다가 그냥 받아들였지. 질린거 맞고 끝난거라고. 근데 난 내가 질려서 귀찮게 굴어서 싫어진게 너무 마음이 아파서 다 차단하고 연상되는 모든 걸 보면 진짜 내 마음이 찢어질 것 같더라. 오늘에서야 차단을 풀고 카톡을 봤어. 6개월 지났는데 아직도 덜 나은 것 같아. 내가 유사연애는 진짜 많이 해 봤는데, 이것도 이렇게 힘든데 진짜 사귀면 어떻게 될까 무서워..",0
"한 두달 간 매일 연락한 다음 사귀기로 했는데 잠수이별 당했어 아무것도 모른채 전화도 다 거절당하니 뭐 때문에 그러는지 이유라도 알려달라고 삼 일을 매달렸는데, 나중에 한다는 변명이 너무 날 보험삼는 것 같다고 했어. 알겠다고 대충 대답하고 혼자 억지로 행복회로 돌리다가 그냥 받아들였지. 질린거 맞고 끝난거라고. 근데 난 내가 질려서 귀찮게 굴어서 싫어진게 너무 마음이 아파서 다 차단하고 연상되는 모든 걸 보면 진짜 내 마음이 찢어질 것 같더라. 오늘에서야 차단을 풀고 카톡을 봤어. 6개월 지났는데 아직도 덜 나은 것 같아. 내가 유사연애는 진짜 많이 해 봤는데, 이것도 이렇게 힘든데 진짜 사귀면 어떻게 될까 무서워..",0
"한 두달 간 매일 연락한 다음 사귀기로 했는데 잠수이별 당했어 영문도 모른채 전화도 다 거절당하니 뭐 때문에 그러는지 이유라도 알려달라고 삼 일을 계속 물어봤는데, 나중에 한다는 변명이 너무 날 보험삼는 것 같다고 했어. 알겠다고 대충 대답하고 혼자 억지로 행복회로 돌리다가 그냥 받아들였지. 질린거 맞고 끝난거라고. 근데 난 내가 질려서 귀찮게 굴어서 싫어진게 너무 마음이 아파서 다 차단하고 연상되는 모든 걸 보면 진짜 내 마음이 찢어질 것 같더라. 오늘에서야 차단을 풀고 카톡을 봤어. 6개월 지났는데 아직도 덜 나은 것 같아. 내가 유사연애는 진짜 많이 해 봤는데, 이것도 이렇게 힘든데 진짜 사귀면 어떻게 될까 무서워..",0
"한 두달 간 매일 연락한 다음 사귀기로 했는데 잠수이별 당했어 영문도 모른채 전화도 다 거절당하니 뭐 때문에 그러는지 이유라도 알려달라고 삼 일을 매달렸는데, 한다는 말이 너무 자신을 보험삼는 것 같다고 했어. 알겠다고 대충 대답하고 혼자 억지로 행복회로 돌리다가 그냥 받아들였지. 질린거 맞고 끝난거라고. 근데 난 내가 질려서 귀찮게 굴어서 싫어진게 너무 마음이 아파서 다 차단하고 연상되는 모든 걸 보면 진짜 내 마음이 찢어질 것 같더라. 오늘에서야 차단을 풀고 카톡을 봤어. 6개월 지났는데 아직도 덜 나은 것 같아. 내가 유사연애는 진짜 많이 해 봤는데, 이것도 이렇게 힘든데 진짜 사귀면 어떻게 될까 무서워..",0
